web_scraper_order,web_scraper_start_url,pagination,price,brand_name,product_name,image,item_page_title,item_page_link,data,data_1,Product_Name,product_image_url,size_availability,text_5,product_description
1771969073-148,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €120.41,Stateside,Column Stripe Poplin Swing Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sside/sside3064061298/sside3064061298_1743694407031_2-0._QL90_UX1128_.jpg,StatesideColumn Stripe Poplin Swing TopPrevious Price €120.41Sale Price €24.08,https://www.shopbop.com/column-stripe-poplin-swing-top/vp/v=1/1517465931.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2064499788&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_53,Stateside,Column Stripe Poplin Swing Top,StatesideColumn Stripe Poplin Swing Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sside/sside3064061298/sside3064061298_1743694407031_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Maelys (5'8"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 19.75in / 50.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch poplin

Striped pattern

Square neckline

Shell: 100% cotton

Wash cold

Made in the USA

Flutter sleeves"
1771969078-149,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €674.13,Rosie Assoulin,The Undress Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rosdb/rosdb30238102d3/rosdb30238102d3_1747687210931_2-0._QL90_UX1128_.jpg,Designer BoutiqueRosie AssoulinThe Undress DressPrevious Price €674.13Sale Price €134.83,https://www.shopbop.com/undress-rosie-assoulin/vp/v=1/1531239951.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2012170019&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_52,Rosie Assoulin,The Undress Dress,Rosie AssoulinThe Undress Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rosdb/rosdb30238102d3/rosdb30238102d3_1747687210931_2-0._QL90_UX1128_.jpg,,"Features a midi-length A-line silhouette. Cotton fabric has a crisp feel and offers no stretch.Shopbop’s expert stylist says: Runs large; please size downModel measurements:
Size 0: Alexis (5'8"") usually wears size 0-2View all model measurementsMeasurements from size 2
Length: 43in / 109.0cm, from shoulderRosie Assoulin Size Guide","Fabric: Mid-weight, non-stretch poplin

Contrast trim

Eyelet detailing

Midi length

V neck

Hook-and-eye and hidden zip at back

On-seam side pockets

Shell: 100% cotton

Partially lined

Lining: 100% cotton

Wash cold

Imported, China"
1771969082-150,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €58.51,Good American,Always Fits Classic Bikini Bottoms,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer312581001f/gamer312581001f_1745873039443_2-0._QL90_UX1128_.jpg,Good AmericanAlways Fits Classic Bikini BottomsPrevious Price €58.51Sale Price €11.70,https://www.shopbop.com/always-fits-classic-bikini-bottom/vp/v=1/1599214206.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2096273226&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_51,Good American,Always Fits Classic Bikini Bottoms,Good AmericanAlways Fits Classic Bikini Bottoms,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer312581001f/gamer312581001f_1745873039443_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S/M: Gabriela (5'9"") usually wears size XS/SView all model measurementsGood American Size Guide","Smocked fabric

Moderate coverage

Shell: 95% polyester/5% elastane

Lined

Lining: 95% polyester/5% elastane

Wash cold

Imported, China"
1771969087-151,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €66.99,Good American,Always Fit Demi Bikini Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer312541001f/gamer312541001f_1745873034178_2-0._QL90_UX1128_.jpg,Good AmericanAlways Fit Demi Bikini TopPrevious Price €66.99Sale Price €13.40,https://www.shopbop.com/always-fit-demi-bikini-top/vp/v=1/1511260247.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2023798749&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_50,Good American,Always Fit Demi Bikini Top,Good AmericanAlways Fit Demi Bikini Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer312541001f/gamer312541001f_1745873034178_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Gabriela (5'9"") usually wears size XS-SView all model measurementsSize Conversions","Crinkle fabric

Hook at back

Adjustable straps

Lined underwire cups

Shell: 95% polyester/5% elastane

Lined

Wash cold

Imported, China

Bottoms sold separately"
1771969090-152,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €244.21,De Loreta,Gabriela Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/delor/delor3010924a83/delor3010924a83_1744294729655_2-0._QL90_UX1128_.jpg,De LoretaGabriela TopPrevious Price €244.21Sale Price €48.84,https://www.shopbop.com/gabriela-top-loreta/vp/v=1/1583048524.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2024215238&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_49,De Loreta,Gabriela Top,De LoretaGabriela Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/delor/delor3010924a83/delor3010924a83_1744294729655_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Mical (5'10"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 17.25in / 44.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch weave

Stripe and plaid print

Allover pleating

Square neckline

Button placket

Shell: 100% cotton

Dry clean

Imported, Peru

Adjustable shoulder straps"
1771969094-153,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €93.28,RESA,Chase Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/resaa/resaa3008649859/resaa3008649859_1753458322778_2-0._QL90_UX1128_.jpg,RESAChase PantsPrevious Price €93.28Sale Price €18.66,https://www.shopbop.com/chase-pants-resa/vp/v=1/1509660229.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2081502425&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_48,RESA,Chase Pants,RESAChase Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/resaa/resaa3008649859/resaa3008649859_1753458322778_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS/S: Gwen (5'10"") usually wears size XS/SView all model measurementsMeasurements from size XS/S
Rise: 11.75in / 30cm
Inseam: 29.5in / 75cm
Leg opening: 30in / 76cmSize Conversions","Fabric: Lightweight, non-stretch satin

Stripe print

Covered elastic waist with drawstring

Slant hip pockets

Shell: 100% polyester

Unlined

Wash cold

Made in the USA"
1771969098-154,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €309.51,Sea,Neci Gingham Tank Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/seaaa/seaaa224061d6a1/seaaa224061d6a1_1750277319992_2-0._QL90_UX1128_.jpg,SeaNeci Gingham Tank DressPrevious Price €309.51Sale Price €61.90,https://www.shopbop.com/neci-gingham-tank-dress-sea/vp/v=1/1584908515.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2018191181&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_47,Sea,Neci Gingham Tank Dress,SeaNeci Gingham Tank Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/seaaa/seaaa224061d6a1/seaaa224061d6a1_1750277319992_2-0._QL90_UX1128_.jpg,"XXS

XS

S

M

L

XL","Model measurements:
Size S: Lola (5'8"") usually wears size SView all model measurementsMeasurements from size S
Length: 45.25in / 115.0cm, from shoulderSea Size Guide","Fabric: Lightweight, non-stretch weave

Bubble hem and gingham pattern

Midi length

Square neckline

Sleeveless

Hook-and-eye and hidden zip at side

Smocked elastic waist

On-seam side pockets

Shell: 100% cotton

Lined

Lining: 100% cotton

Dry clean

Imported, China"
1771969102-155,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €76.32,Lioness,Countryside Skort,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3071911158/lione3071911158_1751573249586_2-0._QL90_UX1128_.jpg,LionessCountryside SkortPrevious Price €76.32Sale Price €15.26,https://www.shopbop.com/countryside-skort-lioness/vp/v=1/1561768797.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2047059763&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_46,Lioness,Countryside Skort,LionessCountryside Skort,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3071911158/lione3071911158_1751573249586_2-0._QL90_UX1128_.jpg,"XXXXS

XXXS

XXS

XS

S

M

L

XL

XXL

XXXL

XXXXL","Model measurements:
Size XS: Margaret (5'11"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 12.25in / 31.0cmLioness Size Guide","Fabric: Lightweight, non-stretch poplin

Stripe pattern

Wrap tie at side

Hook-and-eye and hidden zip at side

Patch flap back pockets

Shell: 100% cotton

Hand wash

Imported, China"
1771969105-156,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €76.32,Lioness,Countryside Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3072111158/lione3072111158_1751907390934_2-0._QL90_UX1128_.jpg,LionessCountryside TopPrevious Price €76.32Sale Price €15.26,https://www.shopbop.com/countryside-top-lioness/vp/v=1/1512587573.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2051995974&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_45,Lioness,Countryside Top,LionessCountryside Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3072111158/lione3072111158_1751907390934_2-0._QL90_UX1128_.jpg,"XXXXS

XXXS

XXS

XS

S

M

L

XL

XXL

XXXL

XXXXL","Model measurements:
Size XS: Margaret (5'11"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 17.75in / 45.0cm, from shoulderLioness Size Guide","Fabric: Lightweight, non-stretch weave

Stripe print

Crew neck

Sleeveless

Clasp closure and ties at open back

Shell: 100% polyester

Hand wash

Imported, China"
1771969109-157,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €245.06,SLVRLAKE,Karla Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/slvrl/slvrl30357255c5/slvrl30357255c5_1749844092532_2-0._QL90_UX1128_.jpg,SLVRLAKEKarla SkirtPrevious Price €245.06Sale Price €49.01,https://www.shopbop.com/karla-skirt-slvrlake/vp/v=1/1563400535.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2001993241&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_44,SLVRLAKE,Karla Skirt,SLVRLAKEKarla Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/slvrl/slvrl30357255c5/slvrl30357255c5_1749844092532_2-0._QL90_UX1128_.jpg,"23

24

25

26

27

28

29

30

31

32","Model measurements:Size 25: Alina (5'10"") usually wears size 25-26Size 25: Mily (5'11"") usually wears size 26View all model measurementsMeasurements from size 26
Length: 15in / 38.0cmSLVRLAKE Size Guide","Fabric: Mid-weight, non-stretch denim

Raw hem

Fading and whiskering

Button closure and zip fly

5-pocket styling

Shell: 100% cotton

Unlined

Wash cold

Made in the USA"
1771969112-158,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €118.71,VRG GRL,Vikki Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vrggr/vrggr30037102ca/vrggr30037102ca_1747947851961_2-0._QL90_UX1128_.jpg,VRG GRLVikki Mini DressPrevious Price €118.71Sale Price €23.74,https://www.shopbop.com/vikki-mini-dress-cream-vrg/vp/v=1/1579989423.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2036521523&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_43,VRG GRL,Vikki Mini Dress,VRG GRLVikki Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vrggr/vrggr30037102ca/vrggr30037102ca_1747947851961_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size XS: Alexis (5'8"") usually wears size XS-SView all model measurementsMeasurements from size S
Length: 30in / 76.0cm, from shoulderVRG GRL Size Guide","Fabric: Lightweight, non-stretch crew

Bubble hem

Mini length

Boat neck

Sleeveless

Hidden zip at back

Shell: 100% cotton

Lined

Hand wash

Imported, China"
1771969116-159,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €144.15,ALIGNE,Mario Tie Front Waistcoat,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align3007410037/align3007410037_1743172833685_2-0._QL90_UX1128_.jpg,ALIGNEMario Tie Front WaistcoatPrevious Price €144.15Sale Price €28.83,https://www.shopbop.com/mario-tie-front-waistcoat-aligne/vp/v=1/1544260962.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2062870107&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_42,ALIGNE,Mario Tie Front Waistcoat,ALIGNEMario Tie Front Waistcoat,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align3007410037/align3007410037_1743172833685_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Alexa (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 20.5in / 52.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch flannel

Plaid pattern

V neck

Ties at front

On-seam side pockets

Shell: 100% cotton

Lined

Fill: 100% cotton

Wash cold

Imported, China

Sleeveless"
1771969119-160,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €96.67,Moon River,Adjustable Strap Shirred Midi Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mrive/mrive304941c925/mrive304941c925_1743082534405_2-0._QL90_UX1128_.jpg,Moon RiverAdjustable Strap Shirred Midi DressPrevious Price €96.67Sale Price €19.33,https://www.shopbop.com/adjustable-strap-shirred-midi-dress/vp/v=1/1526947615.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2070903432&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_41,Moon River,Adjustable Strap Shirred Midi Dress,Moon RiverAdjustable Strap Shirred Midi Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mrive/mrive304941c925/mrive304941c925_1743082534405_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 47.75in / 121.0cm, from shoulderMoon River Size Guide","Fabric: Lightweight, low-stretch slubbed weave

Smocked elastic bodice and ruffle trim

Midi length

Sweetheart neckline

Pullover design, no closure

Shell: 60% cotton/20%linen/20%polyamide

Lined

Lining: 100% polyester

Hand wash

Imported, Brazil

Adjustable tie shoulder straps"
1771969123-161,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €250.15,The Lulo Project,Coco Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lulop/lulop3009025fcd/lulop3009025fcd_1754944539408_2-0._QL90_UX1128_.jpg,The Lulo ProjectCoco SkirtPrevious Price €250.15Sale Price €62.54,https://www.shopbop.com/coco-skirt-lulo-project/vp/v=1/1552549585.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2084459403&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_40,The Lulo Project,Coco Skirt,The Lulo ProjectCoco Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lulop/lulop3009025fcd/lulop3009025fcd_1754944539408_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Alexa (5'9"") usually wears size XS-SView all model measurementsMeasurements from size XS
Length: 17.25in / 44.0cmSize Conversions","Fabric: Lightweight, super-stretch weave

Decorative buttons at front

Attached ties at waist

Partial elastic waistband

Flap front pockets

Shell: 98% cotton/2% elastane

Wash warm

Imported, Colombia"
1771969126-162,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €250.15,The Lulo Project,Coco Jacket,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lulop/lulop3008525fcd/lulop3008525fcd_1754934318973_2-0._QL90_UX1128_.jpg,The Lulo ProjectCoco JacketPrevious Price €250.15Sale Price €50.03,https://www.shopbop.com/coco-jacket-lulo-project/vp/v=1/1508816097.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2053352289&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_39,The Lulo Project,Coco Jacket,The Lulo ProjectCoco Jacket,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lulop/lulop3008525fcd/lulop3008525fcd_1754934318973_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Alexa (5'9"") usually wears size XS-SView all model measurementsMeasurements from size S
Length: 16.5in / 42.0cm, from shoulderSize Conversions","Fabric: Lightweight, low-stretch twill

Collared neck

Long sleeves

Button placket

Tie at neckline

Flap front pockets

Shell: 98% cotton/2% elastane

Wash warm

Imported, Colombia"
1771969130-163,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €296.79,L'AGENCE,Saga Square Neck Knit Corset,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lgenc/lgenc3220418c27/lgenc3220418c27_1752009703940_2-0._QL90_UX1128_.jpg,L'AGENCESaga Square Neck Knit CorsetPrevious Price €296.79Sale Price €59.36,https://www.shopbop.com/saga-square-neck-knt-crst/vp/v=1/1551905755.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2025340413&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_38,L'AGENCE,Saga Square Neck Knit Corset,L'AGENCESaga Square Neck Knit Corset,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lgenc/lgenc3220418c27/lgenc3220418c27_1752009703940_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 15.75in / 40.0cm, from shoulderSize Guide","Fabric: Lightweight compact knit with stretch

Decorative gold-tone buttons at front

Curved hem

Square neckline

Shell: 55% rayon/43% nylon/2% spandex

Dry clean

Imported, China

Sleeveless"
1771969134-164,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €190.79,RE/DONE,The Boardwalk Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/redon/redon310911c925/redon310911c925_1752005237115_2-0._QL90_UX1128_.jpg,RE/DONEThe Boardwalk ShortsPrevious Price €190.79Sale Price €38.16,https://www.shopbop.com/boardwalk-short-re-done/vp/v=1/1557445509.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2063874026&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_37,RE/DONE,The Boardwalk Shorts,RE/DONEThe Boardwalk Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/redon/redon310911c925/redon310911c925_1752005237115_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 24: Cher (5'11"") usually wears size 24-25View all model measurementsMeasurements from size 24
Rise: 10.75in / 27cm
Inseam: 3.5in / 9cmSize Conversions","Fabric: Mid-weight, non-stretch denim

Lace-up and covered button closure at front

Slant hip pockets and patch back pockets

Shell: 100% cotton

Wash cold

Imported, Mexico"
1771969137-165,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €117.87,Madison the Label,Tamika Maxi Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mtlab/mtlab3001212281/mtlab3001212281_1744244968394_2-0._QL90_UX1128_.jpg,Madison the LabelTamika Maxi DressPrevious Price €117.87Sale Price €23.57,https://www.shopbop.com/tamika-maxi-dress-madison-label/vp/v=1/1554881516.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2019937366&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_36,Madison the Label,Tamika Maxi Dress,Madison the LabelTamika Maxi Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mtlab/mtlab3001212281/mtlab3001212281_1744244968394_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Cher (5'11"") usually wears size XSView all model measurementsMeasurements from size S
Length: 56.75in / 144.0cm, from shoulderMadison the Label Size Guide","Fabric: Lightweight stretch satin

Tie keyhole at front

Stripe print and contrast trim

Maxi length

V neck and back

Hook-and-eye and hidden zip at back

Shell: 97% polyester/3% elastane

Partially lined

Lining: 100% rayon

Hand wash or dry clean

Imported, China

Sleeveless"
1771969141-166,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €151.78,BARDOT,Razia One Shoulder Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bardt/bardt301411f9e3/bardt301411f9e3_1749157179175_2-0._QL90_UX1128_.jpg,BARDOTRazia One Shoulder Mini DressPrevious Price €151.78Sale Price €30.36,https://www.shopbop.com/razia-one-shoulder-mini-dress/vp/v=1/1558782196.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2032268968&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_35,BARDOT,Razia One Shoulder Mini Dress,BARDOTRazia One Shoulder Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bardt/bardt301411f9e3/bardt301411f9e3_1749157179175_2-0._QL90_UX1128_.jpg,"2

4

6

8

10

12","Features a relaxed silhouette, a bubble hem, and a mini length. Poly-blend fabric has a sheen and offers stretch.Shopbop’s expert stylist says: Runs true to sizeModel measurements:
Size 2: Megumi (5'9.5"") usually wears size 0-2View all model measurementsMeasurements from size 2
Length: 31.5in / 80.0cm, from shoulderBARDOT Size Guide","Fabric: Lightweight, super-stretch lustrous weave

Bubble hem

Oversized bow accent

Mini length

One-shoulder neckline

Pullover design, no closure

Shell: 50% polyester/45% nylon/5% elastane

Lined

Lining: 97% polyester/3% elastane

Hand wash

Imported, China"
1771969144-167,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,"Previous Price €1,399.13",Marni,Poplin Flared Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mardb/mardb3140758845/mardb3140758845_1752849723946_2-0._QL90_UX1128_.jpg,"Designer BoutiqueMarniPoplin Flared DressPrevious Price €1,399.13Sale Price €279.83",https://www.shopbop.com/midi-dress-marni/vp/v=1/1548053085.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2074974283&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_34,Marni,Poplin Flared Dress,MarniPoplin Flared Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mardb/mardb3140758845/mardb3140758845_1752849723946_2-0._QL90_UX1128_.jpg,"36

38

40

42","Features a midi-length A-line cut. Cotton poplin fabric has a smooth feel and offers no stretch.Shopbop’s expert stylist says: Runs one full size large; please size downModel measurements:
Size 36: Drew (5'8"") usually wears size 36-38View all model measurementsMeasurements from size 36
Length: 42.5in / 108.0cm, from shoulderMarni Size Guide","Fabric: Lightweight, non-stretch poplin

Floral print

Midi length

Sweetheart neckline

Sleeveless

Hook-and-eye and hidden zip at back

Shell: 100% cotton

Unlined

Dry clean

Made in Italy"
1771969148-168,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €233.19,Suzie Kondi,Banker Boxer Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kondi/kondi30154248d8/kondi30154248d8_1743692558571_2-0._QL90_UX1128_.jpg,Suzie KondiBanker Boxer ShortsPrevious Price €233.19Sale Price €46.64,https://www.shopbop.com/banker-boxer-short-suzie-kondi/vp/v=1/1554501089.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2080475658&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_33,Suzie Kondi,Banker Boxer Shorts,Suzie KondiBanker Boxer Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kondi/kondi30154248d8/kondi30154248d8_1743692558571_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Alina (5'10"") usually wears size XS-SView all model measurementsMeasurements from size S
Rise: 12.25in / 31cm
Inseam: 3.5in / 9cmSize Conversions","Fabric: Lightweight, non-stretch poplin

Striped print

Covered elastic waistband

Welt front and back pockets

Shell: 100% cotton

Wash cold

Imported, India"
1771969152-169,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900,Previous Price €244.21,AMO,Josephine Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amooo/amooo3051112687/amooo3051112687_1747754641044_2-0._QL90_UX1128_.jpg,AMOJosephine PantsPrevious Price €244.21Sale Price €48.84,https://www.shopbop.com/a287862-josephine-amo/vp/v=1/1511118039.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2000665792&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_32,AMO,Josephine Pants,AMOJosephine Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amooo/amooo3051112687/amooo3051112687_1747754641044_2-0._QL90_UX1128_.jpg,"23

24

25

26

27

28

29

30

31

32","Model measurements:
Size 25: Emily (5'9"") usually wears size 25-26View all model measurementsMeasurements from size 25
Rise: 11.5in / 29cm
Inseam: 26in / 66cm
Leg opening: 14.25in / 36cmAMO Size Guide","Fabric: Mid-weight, low-stretch twill

Pleated front

Button closure and zip fly

5-pocket styling

Shell: 70% cotton/27% linen/3% lycra spandex

Wash cold

Made in the USA of imported materials"
